env,device,metric,cheap,heavy,ratio,save_f0.3,save_f0.4,save_f0.43,save_f0.6
colab,Intel(R) Xeon(R) CPU @ 2.00GHz (2c/1t),GMACs,0.398176544,4.469731584,0.08908287589915377,61.09171241008462,51.091712410084625,48.09171241008462,31.091712410084625
colab,Tesla T4,gpu_latency_ms,1.053268015384674,3.5452303290367126,0.2970943824885029,40.29056175114971,30.290561751149703,27.29056175114971,10.290561751149706
colab,Tesla T4,gpu_energy_kgco2e,1.086419896292698e-08,3.7984284770670845e-08,0.28601825803800984,41.39817419619902,31.398174196199015,28.39817419619901,11.398174196199019
colab,Intel(R) Xeon(R) CPU @ 2.00GHz (2c/1t),cpu_latency_ms,46.733268102010086,130.4475466410319,0.35825333097763506,34.174666902236496,24.174666902236485,21.174666902236496,4.17466690223649
