env,device,metric,cheap,heavy,ratio,save_f0.3,save_f0.4,save_f0.43,save_f0.6
colab,Intel(R) Xeon(R) CPU @ 2.20GHz (2c/1t),GMACs,0.398176544,4.469731584,0.08908287589915377,61.09171241008462,51.091712410084625,48.09171241008462,31.091712410084625
colab,Intel(R) Xeon(R) CPU @ 2.20GHz (2c/1t),cpu_latency_ms,555.4272174835205,316.59313837687176,1.7543880462195651,-105.43880462195649,-115.4388046219565,-118.43880462195654,-135.43880462195654
