env,device,metric,cheap,heavy,ratio,save_f0.3,save_f0.4,save_f0.43,save_f0.6
kaggle,Intel(R) Xeon(R) CPU @ 2.00GHz (4c/4t),GMACs,0.398176544,4.469731584,0.08908287589915377,61.09171241008462,51.091712410084625,48.09171241008462,31.091712410084625
kaggle,Tesla P100-PCIE-16GB,gpu_latency_ms,0.6742975115776062,2.349560707807541,0.28698875893562986,41.301124106437015,31.301124106437015,28.301124106437015,11.301124106437022
kaggle,Tesla P100-PCIE-16GB,gpu_energy_kgco2e,7.595847177082643e-10,2.287097384798966e-09,0.3321173478474469,36.78826521525531,26.7882652152553,23.78826521525531,6.788265215255307
kaggle,Intel(R) Xeon(R) CPU @ 2.00GHz (4c/4t),cpu_latency_ms,31.545861562093094,73.43592643737793,0.4295698725744769,27.04301274255232,17.04301274255231,14.043012742552307,-2.956987257447685
kaggle,Intel(R) Xeon(R) CPU @ 2.00GHz (4c/4t),GMACs,0.398176544,4.469731584,0.08908287589915377,61.09171241008462,51.091712410084625,48.09171241008462,31.091712410084625
kaggle,Tesla P100-PCIE-16GB,gpu_latency_ms,0.6742975115776062,2.349560707807541,0.28698875893562986,41.301124106437015,31.301124106437015,28.301124106437015,11.301124106437022
kaggle,Tesla P100-PCIE-16GB,gpu_energy_kgco2e,7.595847177082643e-10,2.287097384798966e-09,0.3321173478474469,36.78826521525531,26.7882652152553,23.78826521525531,6.788265215255307
kaggle,Intel(R) Xeon(R) CPU @ 2.00GHz (4c/4t),cpu_latency_ms,31.545861562093094,73.43592643737793,0.4295698725744769,27.04301274255232,17.04301274255231,14.043012742552307,-2.956987257447685
